id,Machine Failure Pred,Probability
136429,0,0.0023139000070105855
136430,0,0.0012696907406545457
136431,0,0.0027959835480393155
136432,0,0.003623186456976076
136433,0,0.0038312343837311356
136434,0,0.002796773525129198
136435,0,0.003577045260904223
136436,0,0.005311524028195436
136437,0,0.0011503451706604984
136438,0,0.0012709306206413
136439,0,0.0024353822998251203
136440,0,0.002549133556638279
136441,0,0.00121211639234277
136442,0,0.001862156312264122
136443,0,0.0022240638541968375
136444,0,0.005301545749024374
136445,0,0.0010897041654548058
136446,1,0.9939293542291787
136447,0,0.0024187183441805207
136448,0,0.0016278131183177092
136449,0,0.006190898395966477
136450,0,0.003977253078353791
136451,0,0.018365890823327694
136452,0,0.018592593625870107
136453,0,0.003845911427906763
136454,0,0.0015356893413794631
136455,0,0.0016433911584022992
136456,0,0.0063972873060990755
136457,0,0.006337027894343115
136458,0,0.004841019924282958
136459,0,0.0035645285741806444
136460,0,0.0031353550316249594
136461,0,0.0013432645733558483
136462,0,0.017883410656364642
136463,0,0.0016919255683403023
136464,0,0.002757048822798196
136465,0,0.0016798846055741186
136466,0,0.00227789657342355
136467,0,0.001289807386481298
136468,0,0.0028782128734469144
136469,0,0.0015357497207369863
136470,0,0.0024822536019378978
136471,0,0.00871076657758038
136472,0,0.006497144713171396
136473,0,0.002677298832030902
136474,0,0.002054054395659398
136475,0,0.003815267218269609
136476,0,0.006362634874999705
136477,0,0.002457632707595806
136478,0,0.0022103993598050374
136479,0,0.0014900212880146174
136480,0,0.005527793641919244
136481,0,0.0024706082849399826
136482,0,0.02635751760050549
136483,0,0.0035331670565678223
136484,0,0.0012154440988788387
136485,0,0.0015449432053979272
136486,0,0.002153762532376127
136487,0,0.0015232811034181972
136488,0,0.004177146138299743
136489,0,0.0011650337941917933
136490,0,0.022223078951986233
136491,0,0.003955700607025033
136492,0,0.003451816308882498
136493,0,0.0034953891258641076
136494,0,0.0012017827178441548
136495,0,0.002502313738707134
136496,0,0.004488554225805946
136497,0,0.0022739785788682613
136498,0,0.009167709459920233
136499,0,0.0014802030883754203
136500,0,0.0008870723813264187
136501,0,0.0015014121553941072
136502,0,0.005371813977100475
136503,0,0.0030079561833467553
136504,0,0.001342099693333949
136505,0,0.001222222227749362
136506,0,0.0027336484143979174
136507,0,0.000765730796182825
136508,0,0.001240058710928657
136509,0,0.00403400119420746
136510,0,0.0016792110416308443
136511,0,0.009562804131472043
136512,0,0.001065718300471818
136513,0,0.005897638999967111
136514,0,0.002104610894249623
136515,0,0.0025069839617622883
136516,0,0.0033158169675405152
136517,0,0.0019000800830610667
136518,0,0.001692118913719122
136519,0,0.0028066852491009588
136520,0,0.0022326040114416927
136521,0,0.0018380720201115505
136522,0,0.002893009284482045
136523,0,0.0012339512550274625
136524,0,0.0014491166635049561
136525,0,0.004602779560031719
136526,0,0.005989515933428122
136527,0,0.007061853461868554
136528,0,0.0011835929720496233
136529,0,0.006101174508107383
136530,0,0.0029601710401058576
136531,0,0.0034894823732544867
136532,0,0.00363163460440699
136533,0,0.0034549541668372884
136534,0,0.0005824606018789802
136535,0,0.0025226260956920502
136536,0,0.0023737961305991483
136537,0,0.0008805304845536355
136538,0,0.0052699424438119495
136539,0,0.0013779635666668186
136540,0,0.0021443044172513594
136541,0,0.000879117579591145
136542,0,0.003942407838324953
136543,0,0.007657722560393341
136544,0,0.0024438670569736447
136545,0,0.003784975715540062
136546,0,0.000922753921706623
136547,0,0.0029449432321922864
136548,0,0.002352716762913726
136549,0,0.0020533912066127372
136550,0,0.007307563304563144
136551,0,0.0014327276231545507
136552,0,0.0017099876523954103
136553,0,0.001371992545037281
136554,0,0.0027718239185282605
136555,0,0.013475825207951635
136556,0,0.005992585008469025
136557,0,0.0040911182833313214
136558,0,0.003912670763444708
136559,0,0.0027518167819895207
136560,0,0.005312687708784253
136561,0,0.006859729838793201
136562,0,0.002122413075154395
136563,0,0.0028949051718371276
136564,0,0.0017409854286653433
136565,0,0.016458244344256346
136566,0,0.001190892549870066
136567,0,0.004760664938227868
136568,0,0.0036237709688493984
136569,0,0.00383363673093273
136570,0,0.0009426366103380084
136571,0,0.006765555696555319
136572,0,0.003935976084470379
136573,0,0.0015706180802931742
136574,0,0.005290897054654538
136575,0,0.0014503580006011143
136576,0,0.004788481714752315
136577,0,0.005160069306435538
136578,0,0.001497822678489603
136579,0,0.005645762568054345
136580,0,0.0015241874944693014
136581,0,0.0014402957173793305
136582,0,0.001272884118098235
136583,0,0.0014918903745350454
136584,0,0.0019841821785992653
136585,0,0.0036366761378985816
136586,0,0.045620787956718714
136587,0,0.0010002094068203291
136588,0,0.005353240087590567
136589,0,0.002924013613980544
136590,0,0.0015638408853749803
136591,0,0.003290722183749458
136592,0,0.008239356939390268
136593,0,0.005501391153161557
136594,0,0.0005795465667613298
136595,0,0.0017294660591670836
136596,0,0.001433017601048981
136597,0,0.0016127068675548914
136598,0,0.004780901939559322
136599,0,0.0023902300237272772
136600,0,0.002009452693625854
136601,0,0.004648858060005649
136602,0,0.006119147002389278
136603,0,0.003021408533564828
136604,0,0.001387927273759743
136605,0,0.006702311961433621
136606,0,0.0022657238215074505
136607,0,0.003954916354839356
136608,0,0.002428456820115425
136609,0,0.004705876101033601
136610,0,0.0050743272565079095
136611,0,0.0010625444016053973
136612,0,0.002105879798991529
136613,0,0.002962221781976848
136614,0,0.0011398574274220715
136615,0,0.0007731710538675805
136616,0,0.0017741431701000711
136617,0,0.008855059572248334
136618,0,0.0021244324913091443
136619,0,0.002155957551945374
136620,0,0.0018461678149941031
136621,0,0.00262319897350812
136622,0,0.001659218310053674
136623,0,0.00125984253437465
136624,0,0.001593071218783835
136625,0,0.003429761780393703
136626,0,0.0004386693373188103
136627,0,0.0033621420046410907
136628,0,0.0035658198875617984
136629,0,0.0004455828055097558
136630,0,0.0011966414124962407
136631,0,0.005697350519130207
136632,0,0.0035612880163555976
136633,0,0.0015777279599489737
136634,0,0.0016916742988334114
136635,0,0.011137090109515187
136636,0,0.013065590607633366
136637,0,0.0033100934800804065
136638,1,0.9965605608844998
136639,0,0.004794675667253591
136640,0,0.01059654599333138
136641,0,0.002610132813075171
136642,0,0.0021410817278409025
136643,0,0.036564312194291404
136644,0,0.0011677132817704112
136645,0,0.0011174270148479196
136646,0,0.0009623327099373079
136647,0,0.010320419275890757
136648,0,0.01728104065005803
136649,0,0.002204056372992823
136650,0,0.005456016416385489
136651,0,0.0011476572040823789
136652,1,0.9880908543986338
136653,0,0.0018462085993206654
136654,0,0.002049573623905796
136655,0,0.005001199190776685
136656,0,0.004443048371833126
136657,0,0.003972476512537661
136658,0,0.002018246506875163
136659,0,0.002306824792066212
136660,0,0.002016651207656393
136661,0,0.004088849879469768
136662,0,0.012259940443849269
136663,0,0.002951099136532712
136664,0,0.016448558508974247
136665,0,0.0015293782688845865
136666,0,0.000500750328933133
136667,0,0.0149965765169538
136668,0,0.00350428027855628
136669,0,0.002305015264847652
136670,0,0.0041770619574751445
136671,0,0.002135768457485946
136672,0,0.0024050445076698123
136673,0,0.0015816091578564734
136674,0,0.0007929940586217373
136675,0,0.0034171832364254646
136676,0,0.00258831312544432
136677,0,0.002627334750266496
136678,0,0.001306781892087021
136679,0,0.0018057882966914696
136680,0,0.005638774303097951
136681,0,0.0019192394674767646
136682,0,0.0018018462923109185
136683,0,0.001842047777381551
136684,0,0.0042303244011750755
136685,0,0.011161755287214218
136686,0,0.002545989495351399
136687,0,0.004300190471571442
136688,0,0.005446096060915804
136689,0,0.006325207829131254
136690,0,0.0035614174537724414
136691,0,0.013131115512259203
136692,0,0.002591415865764623
136693,0,0.0009415426444459932
136694,0,0.0011103700274766764
136695,0,0.0018234313444083442
136696,0,0.005387091040808883
