PassengerId,Survived_pred,Prob
892,0,0.15586394380323138
893,0,0.4172599062999837
894,0,0.1269493151229286
895,0,0.14305374949269672
896,0,0.46405981932813883
897,0,0.17652335013003434
898,1,0.8588684454393436
899,0,0.1655244716476701
900,1,0.7888542556209247
901,0,0.09962666393988813
902,0,0.14270508469326124
903,0,0.1536038121401428
904,1,0.89627758882623
905,0,0.15671992229352802
906,1,0.9177945976388788
907,1,0.8974255113978645
908,0,0.13304107778258129
909,0,0.16802738111165716
910,0,0.4218290241002792
911,1,0.5349247674782877
912,0,0.2693281556915414
913,1,0.5263539951809505
914,1,0.9094632713369675
915,0,0.2861402622873036
916,1,0.520784890234297
917,0,0.13529940518642236
918,1,0.9026681766381122
919,0,0.1628390183702371
920,0,0.15266963836974728
921,0,0.15346923548679386
922,0,0.15227149597361211
923,0,0.13532636239274634
924,0,0.3396295447874543
925,0,0.3711436333138937
926,0,0.21389327020379126
927,0,0.17969885473012906
928,1,0.5225777020845219
929,1,0.5488234564523634
930,0,0.1435954730792374
931,0,0.25985833225990806
932,0,0.10679221812454354
933,0,0.15342492980813988
934,0,0.15408708892202627
935,1,0.8693671144877975
936,1,0.9188305063353349
937,0,0.1414867812042999
938,0,0.1563320753017592
939,0,0.15019314136523057
940,1,0.8222796310498037
941,0,0.5139962361723858
942,0,0.17852755301539616
943,0,0.13041963125626133
944,1,0.7505447198103801
945,1,0.8616855731937946
946,0,0.1295137657795119
947,0,0.12619430621035177
948,0,0.1503182420971613
949,0,0.14112956276874766
950,0,0.11391682047423109
951,1,0.83389690315966
952,0,0.15712525019875778
953,0,0.143088200535396
954,0,0.15280895701275338
955,1,0.8675206071978806
956,0,0.5150707679677247
957,1,0.8810033618662396
958,1,0.8654987094348922
959,0,0.15387461185882298
960,0,0.15150846852604397
961,0,0.25063585340197403
962,1,0.8673333415843677
963,0,0.14481210356616692
964,1,0.5196356825032789
965,0,0.15366547321889965
966,1,0.8607947594628717
967,0,0.157303785151764
968,0,0.14291089869228546
969,1,0.8103900249758844
970,0,0.14081263159711327
971,1,0.8673333415843677
972,1,0.6504094599128167
973,0,0.50552167142254
974,0,0.15318577783876902
975,0,0.14270508469326124
976,0,0.1298668256882998
977,0,0.1471391965270378
978,1,0.86497135459608
979,1,0.5626793995932612
980,1,0.8632830176812035
981,1,0.8788014076044125
982,0,0.45963021267610454
983,0,0.14254457248063288
984,1,0.9260192205440487
985,0,0.14291089869228546
986,0,0.1605770568699736
987,0,0.14131854915218678
988,1,0.7116888576493906
989,0,0.1436149710223075
990,1,0.5508148805482285
991,0,0.14827626608167746
992,1,0.9040426113026696
993,0,0.13682689828382572
994,0,0.15019314136523057
995,0,0.1414343227917353
996,1,0.8220605536097251
997,0,0.16697979296921436
998,0,0.1517782903419052
999,0,0.15019314136523057
1000,0,0.14380693953176693
1001,0,0.1579799008761338
1002,0,0.13038045179406926
1003,1,0.8633196329908732
1004,1,0.8618261217485984
1005,1,0.8652906384992712
1006,1,0.8140178048037129
1007,0,0.20383447232859986
1008,0,0.15152654550436043
1009,1,0.8432734352288981
1010,0,0.15902195183631396
1011,1,0.8634077301421917
1012,1,0.8607373970645141
1013,0,0.15093920943271666
1014,1,0.9056040852695976
1015,0,0.141854337374378
1016,0,0.15019314136523057
1017,1,0.7461355371194285
1018,0,0.14314635154511135
1019,1,0.7837420644524301
1020,0,0.1525836191824347
1021,0,0.1418471550675071
1022,0,0.14709111413715645
1023,0,0.15445556385756354
1024,0,0.29142191372929904
1025,0,0.14238574566105985
1026,0,0.1540814337872982
1027,0,0.1415928156145295
1028,0,0.15404851535201627
1029,0,0.1397876299918465
1030,1,0.5381076756244603
1031,0,0.2017953967457691
1032,0,0.20782765708967166
1033,1,0.886702957065583
1034,0,0.25262319475189016
1035,0,0.15086588688410824
1036,0,0.15310024066465028
1037,0,0.11298516506482928
1038,0,0.15347418478838967
1039,0,0.14347416712056482
1040,0,0.15342492980813988
1041,0,0.12877739488021642
1042,1,0.8924979241914118
1043,0,0.15272305108325412
1044,0,0.15136801094782742
1045,0,0.5067658069619823
1046,0,0.09478338617286422
1047,0,0.14120092021386788
1048,1,0.8588479939428281
1049,1,0.5373764318807301
1050,0,0.15310024066465028
1051,1,0.6248754606027904
1052,1,0.8632620651949793
1053,1,0.6167718893140182
1054,1,0.8664804463615017
1055,0,0.1415298478145372
1056,0,0.15211018859102823
1057,0,0.44354118365688866
1058,0,0.16706290650444705
1059,0,0.09137966569738232
1060,1,0.8603142865275111
1061,1,0.5455150177256832
1062,0,0.14224729435160277
1063,0,0.1533523138400491
1064,0,0.11814965549129476
1065,0,0.15216733407494185
1066,0,0.1505081578485229
1067,1,0.9258230204340446
1068,1,0.8890397213374064
1069,0,0.2637831370051812
1070,1,0.6713318060402284
1071,1,0.6591473834835304
1072,0,0.14081263159711327
1073,0,0.23871884314715397
1074,1,0.8984007763724289
1075,0,0.15019314136523057
1076,1,0.8852568327958957
1077,0,0.15359481262874544
1078,1,0.9261282503523578
1079,0,0.11168477323867715
1080,0,0.15351936108227138
1081,0,0.15146360854365493
1082,0,0.134830858011863
1083,0,0.15341430268502218
1084,0,0.3593399770243284
1085,0,0.12667030504600918
1086,1,0.8207337684694661
1087,0,0.1480075274564212
1088,1,0.6105530565383719
1089,1,0.5617512071444699
1090,0,0.14114898379141927
1091,1,0.5228293883358847
1092,1,0.8721130692104991
1093,1,0.8559149394174287
1094,0,0.4085144648214286
1095,1,0.9455016190242893
1096,0,0.13856942815764134
1097,0,0.1541389153111603
1098,1,0.8401297707479121
1099,0,0.13960908636830344
1100,1,0.8593858151183518
1101,0,0.14144869700401785
1102,0,0.17168737021274985
1103,0,0.14159452966442465
1104,0,0.24889425444143654
1105,1,0.7804198370535328
1106,0,0.2891305363173493
1107,0,0.15280138940722318
1108,1,0.8634448334502098
1109,0,0.2892694264798127
1110,1,0.9007210351500026
1111,0,0.14291089869228546
1112,1,0.8675384212918629
1113,0,0.14501124774448923
1114,1,0.856758891487521
1115,0,0.14468349602417352
1116,1,0.7949757509833001
1117,1,0.6588084234587945
1118,0,0.14210901096008374
1119,1,0.8632830176812035
1120,0,0.16460331281714227
1121,0,0.14749626001753086
1122,0,0.2657018190400819
1123,1,0.892818090471896
1124,0,0.11901937453782103
1125,0,0.15026936817533074
1126,0,0.2343510227375113
1127,0,0.14685188362717724
1128,0,0.28829828994464884
1129,0,0.17220545538751272
1130,1,0.9021780009717436
1131,1,0.9144546697300462
1132,1,0.780707340742791
1133,1,0.8071701799438313
1134,0,0.26290389621344584
1135,0,0.14269403583363208
1136,0,0.07860397960782586
1137,0,0.15807533867075876
1138,1,0.873797125523621
1139,0,0.10641825725441222
1140,1,0.8634077301421917
1141,1,0.6975881345546842
1142,1,0.9373632336261587
1143,0,0.14694326608834957
1144,0,0.21307773173232272
1145,0,0.1435436298084877
1146,0,0.14972437413220738
1147,0,0.14224729435160277
1148,0,0.15019314136523057
1149,0,0.14291089869228546
1150,1,0.8585016351555136
1151,0,0.14465679891285674
1152,0,0.12201308731512342
1153,0,0.14475855132543636
1154,1,0.876786302367363
1155,1,0.8402329426793508
1156,0,0.12684347617876174
1157,0,0.14270508469326124
1158,0,0.15350016913325953
1159,0,0.14224729435160277
1160,1,0.5225777020845219
1161,0,0.15815006117738492
1162,0,0.17887756894450757
1163,0,0.15019314136523057
1164,1,0.8807941048168594
1165,1,0.8633434063166534
1166,0,0.15216387962685043
1167,1,0.8594685349440625
1168,0,0.13792145004928918
1169,0,0.14216517866983205
1170,0,0.13138073920676305
1171,0,0.143245611246615
1172,1,0.5403989866908595
1173,1,0.7732457518015521
1174,1,0.8632830176812035
1175,1,0.9018935572611473
1176,1,0.8341239605810276
1177,0,0.150445144731925
1178,0,0.141854337374378
1179,0,0.17696367983089226
1180,0,0.15216733407494185
1181,0,0.14291089869228546
1182,0,0.15360051083958012
1183,1,0.857965751972619
1184,0,0.15216733407494185
1185,0,0.16261295832848166
1186,0,0.15357139347918916
1187,0,0.14159250958077907
1188,1,0.942799114507512
1189,0,0.15346923548679386
1190,0,0.15124188422265175
1191,0,0.14352003474348915
1192,0,0.1467154457463449
1193,0,0.12926324096825748
1194,0,0.11470720340357204
1195,0,0.14265339508871708
